report_id,tpcds_id,instance_id,template_id,query_id,sql
6,26,0,136,136,"create table subquery537795 as SELECT c_last_name, c_first_name, s_store_name, ca_state, s_state, i_color, i_current_price, i_manager_id, i_units, i_size, SUM(ss_net_paid) AS netpaid FROM store_sales, store_returns, store, item, customer, customer_address WHERE ss_ticket_number = sr_ticket_number AND ss_item_sk = sr_item_sk AND ss_customer_sk = c_customer_sk AND ss_item_sk = i_item_sk AND ss_store_sk = s_store_sk AND c_current_addr_sk = ca_address_sk AND c_birth_country <> UPPER(ca_country) AND s_zip = ca_zip AND s_market_id = 5 GROUP BY c_last_name, c_first_name, s_store_name, ca_state, s_state, i_color, i_current_price, i_manager_id, i_units, i_size"
6,26,0,137,137,create table subquery301037 as with ssales AS (select * from subquery537795) SELECT 0.05 * AVG(netpaid) FROM ssales
6,26,0,138,138,"WITH ssales AS (select * from subquery537795) SELECT c_last_name, c_first_name, s_store_name, SUM(netpaid) AS paid FROM ssales WHERE i_color = 'aquamarine' GROUP BY c_last_name, c_first_name, s_store_name HAVING SUM(netpaid) > (select * from subquery301037) ORDER BY c_last_name, c_first_name, s_store_name"
6,27,0,139,139,"create table subquery356387 as SELECT c_last_name, c_first_name, s_store_name, ca_state, s_state, i_color, i_current_price, i_manager_id, i_units, i_size, SUM(ss_net_paid) AS netpaid FROM store_sales, store_returns, store, item, customer, customer_address WHERE ss_ticket_number = sr_ticket_number AND ss_item_sk = sr_item_sk AND ss_customer_sk = c_customer_sk AND ss_item_sk = i_item_sk AND ss_store_sk = s_store_sk AND c_current_addr_sk = ca_address_sk AND c_birth_country <> UPPER(ca_country) AND s_zip = ca_zip AND s_market_id = 5 GROUP BY c_last_name, c_first_name, s_store_name, ca_state, s_state, i_color, i_current_price, i_manager_id, i_units, i_size"
6,27,0,140,140,create table subquery511436 as with ssales AS (select * from subquery356387) SELECT 0.05 * AVG(netpaid) FROM ssales
6,27,0,141,141,"WITH ssales AS (select * from subquery356387) SELECT c_last_name, c_first_name, s_store_name, SUM(netpaid) AS paid FROM ssales WHERE i_color = 'seashell' GROUP BY c_last_name, c_first_name, s_store_name HAVING SUM(netpaid) > (select * from subquery511436) ORDER BY c_last_name, c_first_name, s_store_name"
6,28,0,142,142,"create table subquery866547 as SELECT i_item_id, i_item_desc, s_store_id, s_store_name, MAX(ss_net_profit) AS store_sales_profit, MAX(sr_net_loss) AS store_returns_loss, MAX(cs_net_profit) AS catalog_sales_profit FROM store_sales, store_returns, catalog_sales, date_dim AS d1, date_dim AS d2, date_dim AS d3, store, item WHERE d1.d_moy = 4 AND d1.d_year = 1999 AND d1.d_date_sk = ss_sold_date_sk AND i_item_sk = ss_item_sk AND s_store_sk = ss_store_sk AND ss_customer_sk = sr_customer_sk AND ss_item_sk = sr_item_sk AND ss_ticket_number = sr_ticket_number AND sr_returned_date_sk = d2.d_date_sk AND d2.d_moy BETWEEN 4 AND 10 AND d2.d_year = 1999 AND sr_customer_sk = cs_bill_customer_sk AND sr_item_sk = cs_item_sk AND cs_sold_date_sk = d3.d_date_sk AND d3.d_moy BETWEEN 4 AND 10 AND d3.d_year = 1999 GROUP BY i_item_id, i_item_desc, s_store_id, s_store_name ORDER BY i_item_id, i_item_desc, s_store_id, s_store_name"
6,28,0,143,143,SELECT * FROM (select * from subquery866547) WHERE rownum <= 100
6,29,0,144,144,"create table subquery510624 as SELECT i_item_id, AVG(cs_quantity) AS agg1, AVG(cs_list_price) AS agg2, AVG(cs_coupon_amt) AS agg3, AVG(cs_sales_price) AS agg4 FROM catalog_sales, customer_demographics, date_dim, item, promotion WHERE cs_sold_date_sk = d_date_sk AND cs_item_sk = i_item_sk AND cs_bill_cdemo_sk = cd_demo_sk AND cs_promo_sk = p_promo_sk AND cd_gender = 'M' AND cd_marital_status = 'W' AND cd_education_status = 'Unknown' AND (p_channel_email = 'N' OR p_channel_event = 'N') AND d_year = 2002 GROUP BY i_item_id ORDER BY i_item_id"
6,29,0,145,145,SELECT * FROM (select * from subquery510624) WHERE rownum <= 100
6,30,0,146,146,"create table subquery349442 as SELECT i_item_id, s_state, GROUPING(s_state) AS g_state, AVG(ss_quantity) AS agg1, AVG(ss_list_price) AS agg2, AVG(ss_coupon_amt) AS agg3, AVG(ss_sales_price) AS agg4 FROM store_sales, customer_demographics, date_dim, store, item WHERE ss_sold_date_sk = d_date_sk AND ss_item_sk = i_item_sk AND ss_store_sk = s_store_sk AND ss_cdemo_sk = cd_demo_sk AND cd_gender = 'M' AND cd_marital_status = 'W' AND cd_education_status = 'Secondary' AND d_year = 1999 AND s_state IN ('TN', 'TN', 'TN') GROUP BY ROLLUP(i_item_id, s_state) ORDER BY i_item_id, s_state"
6,30,0,147,147,SELECT * FROM (select * from subquery349442) WHERE rownum <= 100
7,31,0,148,148,"create table subquery570752 as SELECT AVG(ss_list_price) AS B6_LP, COUNT(ss_list_price) AS B6_CNT, COUNT(DISTINCT ss_list_price) AS B6_CNTD FROM store_sales WHERE ss_quantity BETWEEN 26 AND 30 AND (ss_list_price BETWEEN 64 AND 64 + 10 OR ss_coupon_amt BETWEEN 5792 AND 5792 + 1000 OR ss_wholesale_cost BETWEEN 73 AND 73 + 20)"
7,31,0,149,149,"create table subquery298578 as SELECT AVG(ss_list_price) AS B5_LP, COUNT(ss_list_price) AS B5_CNT, COUNT(DISTINCT ss_list_price) AS B5_CNTD FROM store_sales WHERE ss_quantity BETWEEN 21 AND 25 AND (ss_list_price BETWEEN 58 AND 58 + 10 OR ss_coupon_amt BETWEEN 9402 AND 9402 + 1000 OR ss_wholesale_cost BETWEEN 38 AND 38 + 20)"
7,31,0,150,150,"create table subquery19804 as SELECT AVG(ss_list_price) AS B4_LP, COUNT(ss_list_price) AS B4_CNT, COUNT(DISTINCT ss_list_price) AS B4_CNTD FROM store_sales WHERE ss_quantity BETWEEN 16 AND 20 AND (ss_list_price BETWEEN 89 AND 89 + 10 OR ss_coupon_amt BETWEEN 3117 AND 3117 + 1000 OR ss_wholesale_cost BETWEEN 68 AND 68 + 20)"
7,31,0,151,151,"create table subquery775325 as SELECT AVG(ss_list_price) AS B3_LP, COUNT(ss_list_price) AS B3_CNT, COUNT(DISTINCT ss_list_price) AS B3_CNTD FROM store_sales WHERE ss_quantity BETWEEN 11 AND 15 AND (ss_list_price BETWEEN 74 AND 74 + 10 OR ss_coupon_amt BETWEEN 4381 AND 4381 + 1000 OR ss_wholesale_cost BETWEEN 57 AND 57 + 20)"
7,31,0,152,152,"create table subquery941404 as SELECT AVG(ss_list_price) AS B2_LP, COUNT(ss_list_price) AS B2_CNT, COUNT(DISTINCT ss_list_price) AS B2_CNTD FROM store_sales WHERE ss_quantity BETWEEN 6 AND 10 AND (ss_list_price BETWEEN 23 AND 23 + 10 OR ss_coupon_amt BETWEEN 825 AND 825 + 1000 OR ss_wholesale_cost BETWEEN 43 AND 43 + 20)"
7,31,0,153,153,"create table subquery933550 as SELECT AVG(ss_list_price) AS B1_LP, COUNT(ss_list_price) AS B1_CNT, COUNT(DISTINCT ss_list_price) AS B1_CNTD FROM store_sales WHERE ss_quantity BETWEEN 0 AND 5 AND (ss_list_price BETWEEN 107 AND 107 + 10 OR ss_coupon_amt BETWEEN 1319 AND 1319 + 1000 OR ss_wholesale_cost BETWEEN 60 AND 60 + 20)"
7,31,0,154,154,"create table subquery952294 as SELECT * FROM (select * from subquery933550) AS B1, (select * from subquery941404) AS B2, (select * from subquery775325) AS B3, (select * from subquery19804) AS B4, (select * from subquery298578) AS B5, (select * from subquery570752) AS B6"
7,31,0,155,155,SELECT * FROM (select * from subquery952294) WHERE rownum <= 100
7,32,0,156,156,"create table subquery785107 as SELECT i_item_id, i_item_desc, s_store_id, s_store_name, MAX(ss_quantity) AS store_sales_quantity, MAX(sr_return_quantity) AS store_returns_quantity, MAX(cs_quantity) AS catalog_sales_quantity FROM store_sales, store_returns, catalog_sales, date_dim AS d1, date_dim AS d2, date_dim AS d3, store, item WHERE d1.d_moy = 4 AND d1.d_year = 1998 AND d1.d_date_sk = ss_sold_date_sk AND i_item_sk = ss_item_sk AND s_store_sk = ss_store_sk AND ss_customer_sk = sr_customer_sk AND ss_item_sk = sr_item_sk AND ss_ticket_number = sr_ticket_number AND sr_returned_date_sk = d2.d_date_sk AND d2.d_moy BETWEEN 4 AND 4 + 3 AND d2.d_year = 1998 AND sr_customer_sk = cs_bill_customer_sk AND sr_item_sk = cs_item_sk AND cs_sold_date_sk = d3.d_date_sk AND d3.d_year IN (1998 + 1, 1998) GROUP BY i_item_id, i_item_desc, s_store_id, s_store_name ORDER BY i_item_id, i_item_desc, s_store_id, s_store_name"
7,32,0,157,157,SELECT * FROM (select * from subquery785107) WHERE rownum <= 100
7,33,0,158,158,"create table subquery82336 as SELECT wr_returning_customer_sk AS ctr_customer_sk, ca_state AS ctr_state, SUM(wr_return_amt) AS ctr_total_return FROM web_returns, date_dim, customer_address WHERE wr_returned_date_sk = d_date_sk AND d_year = 2000 AND wr_returning_addr_sk = ca_address_sk GROUP BY wr_returning_customer_sk, ca_state"
7,33,0,159,159,"create table subquery752344 as with customer_total_return AS (select * from subquery82336) SELECT c_customer_id, c_salutation, c_first_name, c_last_name, c_preferred_cust_flag, c_birth_day, c_birth_month, c_birth_year, c_birth_country, c_login, c_email_address, c_last_review_date_sk, ctr_total_return FROM customer_total_return AS ctr1, customer_address, customer WHERE ctr1.ctr_total_return > (SELECT AVG(ctr_total_return) * 1.2 FROM customer_total_return AS ctr2 WHERE ctr1.ctr_state = ctr2.ctr_state) AND ca_address_sk = c_current_addr_sk AND ca_state = 'AR' AND ctr1.ctr_customer_sk = c_customer_sk ORDER BY c_customer_id, c_salutation, c_first_name, c_last_name, c_preferred_cust_flag, c_birth_day, c_birth_month, c_birth_year, c_birth_country, c_login, c_email_address, c_last_review_date_sk, ctr_total_return"
7,33,0,160,160,WITH customer_total_return AS (select * from subquery82336) SELECT * FROM (select * from subquery752344) WHERE rownum <= 100
7,34,0,161,161,"create table subquery361153 as SELECT ca_county, d_qoy, d_year, SUM(ss_ext_sales_price) AS store_sales FROM store_sales, date_dim, customer_address WHERE ss_sold_date_sk = d_date_sk AND ss_addr_sk = ca_address_sk GROUP BY ca_county, d_qoy, d_year"
7,34,0,162,162,"create table subquery377660 as SELECT ca_county, d_qoy, d_year, SUM(ws_ext_sales_price) AS web_sales FROM web_sales, date_dim, customer_address WHERE ws_sold_date_sk = d_date_sk AND ws_bill_addr_sk = ca_address_sk GROUP BY ca_county, d_qoy, d_year"
7,34,0,163,163,"WITH ss AS (select * from subquery361153), ws AS (select * from subquery377660) SELECT ss1.ca_county, ss1.d_year, ws2.web_sales / ws1.web_sales AS web_q1_q2_increase, ss2.store_sales / ss1.store_sales AS store_q1_q2_increase, ws3.web_sales / ws2.web_sales AS web_q2_q3_increase, ss3.store_sales / ss2.store_sales AS store_q2_q3_increase FROM ss AS ss1, ss AS ss2, ss AS ss3, ws AS ws1, ws AS ws2, ws AS ws3 WHERE ss1.d_qoy = 1 AND ss1.d_year = 1999 AND ss1.ca_county = ss2.ca_county AND ss2.d_qoy = 2 AND ss2.d_year = 1999 AND ss2.ca_county = ss3.ca_county AND ss3.d_qoy = 3 AND ss3.d_year = 1999 AND ss1.ca_county = ws1.ca_county AND ws1.d_qoy = 1 AND ws1.d_year = 1999 AND ws1.ca_county = ws2.ca_county AND ws2.d_qoy = 2 AND ws2.d_year = 1999 AND ws1.ca_county = ws3.ca_county AND ws3.d_qoy = 3 AND ws3.d_year = 1999 AND CASE WHEN ws1.web_sales > 0 THEN ws2.web_sales / ws1.web_sales ELSE NULL END > CASE WHEN ss1.store_sales > 0 THEN ss2.store_sales / ss1.store_sales ELSE NULL END AND CASE WHEN ws2.web_sales > 0 THEN ws3.web_sales / ws2.web_sales ELSE NULL END > CASE WHEN ss2.store_sales > 0 THEN ss3.store_sales / ss2.store_sales ELSE NULL END ORDER BY store_q2_q3_increase"
7,35,0,164,164,"create table subquery960058 as SELECT SUM(cs_ext_discount_amt) AS ""excess discount amount"" FROM catalog_sales, item, date_dim WHERE i_manufact_id = 722 AND i_item_sk = cs_item_sk AND d_date BETWEEN '2001-03-09' AND (CAST('2001-03-09' AS DATE) + 90) AND d_date_sk = cs_sold_date_sk AND cs_ext_discount_amt > (SELECT 1.3 * AVG(cs_ext_discount_amt) FROM catalog_sales, date_dim WHERE cs_item_sk = i_item_sk AND d_date BETWEEN '2001-03-09' AND (CAST('2001-03-09' AS DATE) + 90) AND d_date_sk = cs_sold_date_sk)"
7,35,0,165,165,SELECT * FROM (select * from subquery960058) WHERE rownum <= 100
8,36,0,166,166,create table subquery847022 as SELECT i_manufact_id FROM item WHERE i_category IN ('Books')
8,36,0,167,167,create table subquery420051 as select * from subquery847022
8,36,0,168,168,create table subquery821430 as select * from subquery420051
8,36,0,169,169,"create table subquery453764 as SELECT i_manufact_id, SUM(ss_ext_sales_price) AS total_sales FROM store_sales, date_dim, customer_address, item WHERE i_manufact_id IN (select * from subquery821430) AND ss_item_sk = i_item_sk AND ss_sold_date_sk = d_date_sk AND d_year = 2001 AND d_moy = 3 AND ss_addr_sk = ca_address_sk AND ca_gmt_offset = -5 GROUP BY i_manufact_id"
8,36,0,170,170,"create table subquery453881 as SELECT i_manufact_id, SUM(cs_ext_sales_price) AS total_sales FROM catalog_sales, date_dim, customer_address, item WHERE i_manufact_id IN (select * from subquery821430) AND cs_item_sk = i_item_sk AND cs_sold_date_sk = d_date_sk AND d_year = 2001 AND d_moy = 3 AND cs_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -5 GROUP BY i_manufact_id"
8,36,0,171,171,"create table subquery958338 as SELECT i_manufact_id, SUM(ws_ext_sales_price) AS total_sales FROM web_sales, date_dim, customer_address, item WHERE i_manufact_id IN (select * from subquery821430) AND ws_item_sk = i_item_sk AND ws_sold_date_sk = d_date_sk AND d_year = 2001 AND d_moy = 3 AND ws_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -5 GROUP BY i_manufact_id"
8,36,0,172,172,create table subquery73673 as with ws AS (select * from subquery958338) SELECT * FROM ws
8,36,0,173,173,create table subquery928282 as with cs AS (select * from subquery453881) SELECT * FROM cs
8,36,0,174,174,create table subquery100847 as with ss AS (select * from subquery453764) SELECT * FROM ss
8,36,0,175,175,"create table subquery332081 as with ss AS (select * from subquery453764), cs AS (select * from subquery453881), ws AS (select * from subquery958338) SELECT i_manufact_id, SUM(total_sales) AS total_sales FROM (select * from subquery100847 UNION ALL select * from subquery928282 UNION ALL select * from subquery73673) AS tmp1 GROUP BY i_manufact_id ORDER BY total_sales"
8,36,0,176,176,"WITH ss AS (select * from subquery453764), cs AS (select * from subquery453881), ws AS (select * from subquery958338) SELECT * FROM (select * from subquery332081) WHERE rownum <= 100"
8,37,0,177,177,"create table subquery110998 as SELECT ss_ticket_number, ss_customer_sk, COUNT(*) AS cnt FROM store_sales, date_dim, store, household_demographics WHERE store_sales.ss_sold_date_sk = date_dim.d_date_sk AND store_sales.ss_store_sk = store.s_store_sk AND store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk AND (date_dim.d_dom BETWEEN 1 AND 3 OR date_dim.d_dom BETWEEN 25 AND 28) AND (household_demographics.hd_buy_potential = '1001-5000' OR household_demographics.hd_buy_potential = '0-500') AND household_demographics.hd_vehicle_count > 0 AND (CASE WHEN household_demographics.hd_vehicle_count > 0 THEN household_demographics.hd_dep_count / household_demographics.hd_vehicle_count ELSE NULL END) > 1.2 AND date_dim.d_year IN (2000 + 2) AND store.s_county IN ('Williamson County', 'Williamson County', 'Williamson County') GROUP BY ss_ticket_number, ss_customer_sk"
8,37,0,178,178,"SELECT c_last_name, c_first_name, c_salutation, c_preferred_cust_flag, ss_ticket_number, cnt FROM (select * from subquery110998) AS dn, customer WHERE ss_customer_sk = c_customer_sk AND cnt BETWEEN 15 AND 20 ORDER BY c_last_name, c_first_name, c_salutation, c_preferred_cust_flag DESC, ss_ticket_number"
8,38,0,179,179,"create table subquery413003 as SELECT ca_state, cd_gender, cd_marital_status, cd_dep_count, COUNT(*) AS cnt1, AVG(cd_dep_count), STDDEV_SAMP(cd_dep_count), SUM(cd_dep_count), cd_dep_employed_count, COUNT(*) AS cnt2, AVG(cd_dep_employed_count), STDDEV_SAMP(cd_dep_employed_count), SUM(cd_dep_employed_count), cd_dep_college_count, COUNT(*) AS cnt3, AVG(cd_dep_college_count), STDDEV_SAMP(cd_dep_college_count), SUM(cd_dep_college_count) FROM customer AS c, customer_address AS ca, customer_demographics WHERE c.c_current_addr_sk = ca.ca_address_sk AND cd_demo_sk = c.c_current_cdemo_sk AND EXISTS(SELECT * FROM store_sales, date_dim WHERE c.c_customer_sk = ss_customer_sk AND ss_sold_date_sk = d_date_sk AND d_year = 1999 AND d_qoy < 4) AND (EXISTS(SELECT * FROM web_sales, date_dim WHERE c.c_customer_sk = ws_bill_customer_sk AND ws_sold_date_sk = d_date_sk AND d_year = 1999 AND d_qoy < 4) OR EXISTS(SELECT * FROM catalog_sales, date_dim WHERE c.c_customer_sk = cs_ship_customer_sk AND cs_sold_date_sk = d_date_sk AND d_year = 1999 AND d_qoy < 4)) GROUP BY ca_state, cd_gender, cd_marital_status, cd_dep_count, cd_dep_employed_count, cd_dep_college_count ORDER BY ca_state, cd_gender, cd_marital_status, cd_dep_count, cd_dep_employed_count, cd_dep_college_count"
8,38,0,180,180,SELECT * FROM (select * from subquery413003) WHERE rownum <= 100
8,40,0,181,181,"create table subquery912766 as SELECT i_item_id, i_item_desc, i_current_price FROM item, inventory, date_dim, catalog_sales WHERE i_current_price BETWEEN 29 AND 29 + 30 AND inv_item_sk = i_item_sk AND d_date_sk = inv_date_sk AND d_date BETWEEN CAST('2002-03-29' AS DATE) AND (CAST('2002-03-29' AS DATE) + 60) AND i_manufact_id IN (705, 944, 777, 742) AND inv_quantity_on_hand BETWEEN 100 AND 500 AND cs_item_sk = i_item_sk GROUP BY i_item_id, i_item_desc, i_current_price ORDER BY i_item_id"
8,40,0,182,182,SELECT * FROM (select * from subquery912766) WHERE rownum <= 100
9,41,0,183,183,"create table subquery942846 as SELECT DISTINCT c_last_name, c_first_name, d_date FROM web_sales, date_dim, customer WHERE web_sales.ws_sold_date_sk = date_dim.d_date_sk AND web_sales.ws_bill_customer_sk = customer.c_customer_sk AND d_month_seq BETWEEN 1189 AND 1189 + 11"
9,41,0,184,184,"create table subquery684442 as SELECT DISTINCT c_last_name, c_first_name, d_date FROM catalog_sales, date_dim, customer WHERE catalog_sales.cs_sold_date_sk = date_dim.d_date_sk AND catalog_sales.cs_bill_customer_sk = customer.c_customer_sk AND d_month_seq BETWEEN 1189 AND 1189 + 11"
9,41,0,185,185,"create table subquery233266 as SELECT DISTINCT c_last_name, c_first_name, d_date FROM store_sales, date_dim, customer WHERE store_sales.ss_sold_date_sk = date_dim.d_date_sk AND store_sales.ss_customer_sk = customer.c_customer_sk AND d_month_seq BETWEEN 1189 AND 1189 + 11"
9,41,0,186,186,create table subquery570530 as SELECT COUNT(*) FROM (select * from subquery233266 INTERSECT select * from subquery684442 INTERSECT select * from subquery942846) AS hot_cust
9,41,0,187,187,SELECT * FROM (select * from subquery570530) WHERE rownum <= 100
9,42,0,188,188,"create table subquery91580 as SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand) AS stdev, AVG(inv_quantity_on_hand) AS mean FROM inventory, item, warehouse, date_dim WHERE inv_item_sk = i_item_sk AND inv_warehouse_sk = w_warehouse_sk AND inv_date_sk = d_date_sk AND d_year = 2000 GROUP BY w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy"
9,42,0,189,189,"create table subquery695409 as SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, stdev, mean, CASE mean WHEN 0 THEN NULL ELSE stdev / mean END AS cov FROM (select * from subquery91580) AS foo WHERE CASE mean WHEN 0 THEN 0 ELSE stdev / mean END > 1"
9,42,0,190,190,"WITH inv AS (select * from subquery695409) SELECT inv1.w_warehouse_sk, inv1.i_item_sk, inv1.d_moy, inv1.mean, inv1.cov, inv2.w_warehouse_sk, inv2.i_item_sk, inv2.d_moy, inv2.mean, inv2.cov FROM inv AS inv1, inv AS inv2 WHERE inv1.i_item_sk = inv2.i_item_sk AND inv1.w_warehouse_sk = inv2.w_warehouse_sk AND inv1.d_moy = 1 AND inv2.d_moy = 1 + 1 ORDER BY inv1.w_warehouse_sk, inv1.i_item_sk, inv1.d_moy, inv1.mean, inv1.cov, inv2.d_moy, inv2.mean, inv2.cov"
9,43,0,191,191,"create table subquery259084 as SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand) AS stdev, AVG(inv_quantity_on_hand) AS mean FROM inventory, item, warehouse, date_dim WHERE inv_item_sk = i_item_sk AND inv_warehouse_sk = w_warehouse_sk AND inv_date_sk = d_date_sk AND d_year = 2000 GROUP BY w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy"
9,43,0,192,192,"create table subquery256506 as SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, stdev, mean, CASE mean WHEN 0 THEN NULL ELSE stdev / mean END AS cov FROM (select * from subquery259084) AS foo WHERE CASE mean WHEN 0 THEN 0 ELSE stdev / mean END > 1"
9,43,0,193,193,"WITH inv AS (select * from subquery256506) SELECT inv1.w_warehouse_sk, inv1.i_item_sk, inv1.d_moy, inv1.mean, inv1.cov, inv2.w_warehouse_sk, inv2.i_item_sk, inv2.d_moy, inv2.mean, inv2.cov FROM inv AS inv1, inv AS inv2 WHERE inv1.i_item_sk = inv2.i_item_sk AND inv1.w_warehouse_sk = inv2.w_warehouse_sk AND inv1.d_moy = 1 AND inv2.d_moy = 1 + 1 AND inv1.cov > 1.5 ORDER BY inv1.w_warehouse_sk, inv1.i_item_sk, inv1.d_moy, inv1.mean, inv1.cov, inv2.d_moy, inv2.mean, inv2.cov"
9,45,0,194,194,create table subquery261138 as SELECT DISTINCT (i_product_name) FROM item AS i1 WHERE i_manufact_id BETWEEN 704 AND 704 + 40 AND (SELECT COUNT(*) AS item_cnt FROM item WHERE (i_manufact = i1.i_manufact AND ((i_category = 'Women' AND (i_color = 'forest' OR i_color = 'lime') AND (i_units = 'Pallet' OR i_units = 'Pound') AND (i_size = 'economy' OR i_size = 'small')) OR (i_category = 'Women' AND (i_color = 'navy' OR i_color = 'slate') AND (i_units = 'Gross' OR i_units = 'Bunch') AND (i_size = 'extra large' OR i_size = 'petite')) OR (i_category = 'Men' AND (i_color = 'powder' OR i_color = 'sky') AND (i_units = 'Dozen' OR i_units = 'Lb') AND (i_size = 'N/A' OR i_size = 'large')) OR (i_category = 'Men' AND (i_color = 'maroon' OR i_color = 'smoke') AND (i_units = 'Ounce' OR i_units = 'Case') AND (i_size = 'economy' OR i_size = 'small')))) OR (i_manufact = i1.i_manufact AND ((i_category = 'Women' AND (i_color = 'dark' OR i_color = 'aquamarine') AND (i_units = 'Ton' OR i_units = 'Tbl') AND (i_size = 'economy' OR i_size = 'small')) OR (i_category = 'Women' AND (i_color = 'frosted' OR i_color = 'plum') AND (i_units = 'Dram' OR i_units = 'Box') AND (i_size = 'extra large' OR i_size = 'petite')) OR (i_category = 'Men' AND (i_color = 'papaya' OR i_color = 'peach') AND (i_units = 'Bundle' OR i_units = 'Carton') AND (i_size = 'N/A' OR i_size = 'large')) OR (i_category = 'Men' AND (i_color = 'firebrick' OR i_color = 'sienna') AND (i_units = 'Cup' OR i_units = 'Each') AND (i_size = 'economy' OR i_size = 'small'))))) > 0 ORDER BY i_product_name
9,45,0,195,195,SELECT * FROM (select * from subquery261138) WHERE rownum <= 100
10,46,0,196,196,"create table subquery19870 as SELECT dt.d_year, item.i_category_id, item.i_category, SUM(ss_ext_sales_price) FROM date_dim AS dt, store_sales, item WHERE dt.d_date_sk = store_sales.ss_sold_date_sk AND store_sales.ss_item_sk = item.i_item_sk AND item.i_manager_id = 1 AND dt.d_moy = 11 AND dt.d_year = 1998 GROUP BY dt.d_year, item.i_category_id, item.i_category ORDER BY SUM(ss_ext_sales_price) DESC, dt.d_year, item.i_category_id, item.i_category"
10,46,0,197,197,SELECT * FROM (select * from subquery19870) WHERE rownum <= 100
10,47,0,198,198,"create table subquery933215 as SELECT s_store_name, s_store_id, SUM(CASE WHEN (d_day_name = 'Sunday') THEN ss_sales_price ELSE NULL END) AS sun_sales, SUM(CASE WHEN (d_day_name = 'Monday') THEN ss_sales_price ELSE NULL END) AS mon_sales, SUM(CASE WHEN (d_day_name = 'Tuesday') THEN ss_sales_price ELSE NULL END) AS tue_sales, SUM(CASE WHEN (d_day_name = 'Wednesday') THEN ss_sales_price ELSE NULL END) AS wed_sales, SUM(CASE WHEN (d_day_name = 'Thursday') THEN ss_sales_price ELSE NULL END) AS thu_sales, SUM(CASE WHEN (d_day_name = 'Friday') THEN ss_sales_price ELSE NULL END) AS fri_sales, SUM(CASE WHEN (d_day_name = 'Saturday') THEN ss_sales_price ELSE NULL END) AS sat_sales FROM date_dim, store_sales, store WHERE d_date_sk = ss_sold_date_sk AND s_store_sk = ss_store_sk AND s_gmt_offset = -5 AND d_year = 2000 GROUP BY s_store_name, s_store_id ORDER BY s_store_name, s_store_id, sun_sales, mon_sales, tue_sales, wed_sales, thu_sales, fri_sales, sat_sales"
10,47,0,199,199,SELECT * FROM (select * from subquery933215) WHERE rownum <= 100
10,48,0,200,200,create table subquery268110 as SELECT AVG(ss_net_profit) AS rank_col FROM store_sales WHERE ss_store_sk = 4 AND ss_hdemo_sk IS NULL GROUP BY ss_store_sk
10,48,0,201,201,create table subquery891203 as select * from subquery268110
10,48,0,202,202,"create table subquery227878 as SELECT ss_item_sk AS item_sk, AVG(ss_net_profit) AS rank_col FROM store_sales AS ss1 WHERE ss_store_sk = 4 GROUP BY ss_item_sk HAVING AVG(ss_net_profit) > 0.9 * (select * from subquery891203)"
10,48,0,203,203,create table subquery62205 as select * from subquery227878
10,48,0,204,204,"create table subquery908247 as SELECT item_sk, RANK() OVER(ORDER BY rank_col DESC) AS rnk FROM (select * from subquery62205) AS V2"
10,48,0,205,205,"create table subquery453837 as SELECT item_sk, RANK() OVER(ORDER BY rank_col) AS rnk FROM (select * from subquery62205) AS V1"
10,48,0,206,206,create table subquery709868 as SELECT * FROM (select * from subquery908247) AS V21 WHERE rnk < 11
10,48,0,207,207,create table subquery295543 as SELECT * FROM (select * from subquery453837) AS V11 WHERE rnk < 11
10,48,0,208,208,"create table subquery282309 as SELECT asceding.rnk, i1.i_product_name AS best_performing, i2.i_product_name AS worst_performing FROM (select * from subquery295543) AS asceding, (select * from subquery709868) AS descending, item AS i1, item AS i2 WHERE asceding.rnk = descending.rnk AND i1.i_item_sk = asceding.item_sk AND i2.i_item_sk = descending.item_sk ORDER BY asceding.rnk"
10,48,0,209,209,SELECT * FROM (select * from subquery282309) WHERE rownum <= 100
10,49,0,210,210,"create table subquery908095 as SELECT i_item_id FROM item WHERE i_item_sk IN (7, 11, 29, 2, 13, 5, 3, 17)"
10,49,0,211,211,"create table subquery710408 as SELECT ca_zip, ca_city, SUM(ws_sales_price) FROM web_sales, customer, customer_address, date_dim, item WHERE ws_bill_customer_sk = c_customer_sk AND c_current_addr_sk = ca_address_sk AND ws_item_sk = i_item_sk AND (SUBSTR(ca_zip, 1, 5) IN ('88274', '86197', '85669', '85460', '80348', '86475', '83405', '85392', '81792') OR i_item_id IN (select * from subquery908095)) AND ws_sold_date_sk = d_date_sk AND d_qoy = 1 AND d_year = 2000 GROUP BY ca_zip, ca_city ORDER BY ca_zip, ca_city"
10,49,0,212,212,SELECT * FROM (select * from subquery710408) WHERE rownum <= 100
